n,stopping_time,max_value
60576,42,60576
60577,148,3315976
60578,166,163780
60579,166,272608
60580,166,172528
60581,166,181744
60582,166,172528
60583,148,121012864
60584,42,60584
60585,47,1552768
60586,42,90880
60587,135,272644
60588,86,68164
60589,86,181768
60590,86,204496
60591,148,897856
60592,86,60592
60593,86,181780
60594,86,102256
60595,86,272680
60596,86,60596
60597,86,181792
60598,47,258856
60599,47,409048
60600,86,60600
60601,210,552904
60602,86,90904
60603,210,552904
60604,86,153412
60605,86,181816
60606,86,460240
60607,272,5314408
60608,42,60608
60609,135,181828
60610,135,115072
60611,135,272752
60612,86,60612
60613,86,181840
60614,86,136384
60615,210,409156
60616,86,60616
60617,179,306880
60618,86,90928
60619,179,272788
60620,86,68200
60621,86,181864
60622,86,517912
60623,86,613816
60624,42,60624
60625,148,491668
60626,148,491668
60627,148,491668
60628,42,60628
60629,42,181888
60630,179,218536
60631,179,409264
60632,135,599056
60633,135,599056
60634,135,599056
60635,135,460456
60636,135,599056
60637,135,599056
60638,179,345364
60639,179,920968
60640,179,138400
60641,179,777112
60642,42,90964
60643,42,272896
60644,86,60644
60645,86,181936
60646,86,136456
60647,117,1329424
60648,179,138400
60649,135,460564
60650,179,138400
60651,73,582928
60652,86,76768
60653,86,181960
60654,86,204712
60655,148,3934960
60656,179,138400
60657,179,181972
60658,86,172744
60659,86,272968
60660,179,138400
60661,179,181984
60662,86,153556
60663,86,409480
60664,86,145780
60665,210,311344
60666,86,145780
60667,179,1311928
60668,86,345544
60669,86,345544
60670,86,1749328
60671,86,3109912
60672,42,60672
60673,179,328048
60674,179,984148
60675,179,984148
60676,42,60676
60677,42,182032
60678,42,136528
60679,179,2952448
60680,135,60680
60681,86,307204
60682,135,91024
60683,179,273076
60684,135,68272
60685,135,182056
60686,179,204820
60687,179,614464
60688,73,60688
60689,135,182068
60690,86,259252
60691,86,273112
60692,73,60692
60693,73,182080
60694,135,136564
60695,135,409696
60696,73,60696
60697,179,204856
60698,73,91048
60699,91,1555684
60700,210,129652
60701,210,182104
60702,210,307312
60703,135,921940
60704,73,60704
60705,179,182116
60706,179,91060
60707,179,273184
60708,179,76840
60709,179,182128
60710,179,136600
60711,86,461032
60712,73,60712
60713,86,875284
60714,73,91072
60715,91,273220
60716,73,68308
60717,73,182152
60718,73,204928
60719,148,899584
60720,73,60720
60721,135,182164
60722,135,102472
60723,135,273256
60724,73,60724
60725,73,182176
60726,210,4733152
60727,210,4733152
60728,179,60728
60729,210,1497688
60730,179,91096
60731,73,307456
60732,179,153736
60733,179,182200
60734,210,1970080
60735,210,1970080
60736,42,60736
60737,73,182212
60738,86,91108
60739,86,273328
60740,179,60740
60741,179,182224
60742,179,136672
60743,86,778408
60744,179,129760
60745,241,5399296
60746,179,129760
60747,179,273364
60748,179,129760
60749,179,182248
60750,210,374596
60751,210,615112
60752,42,60752
60753,210,1108564
60754,210,1167856
60755,210,1167856
60756,42,60756
60757,42,182272
60758,86,136708
60759,86,410128
60760,135,60760
60761,73,205072
60762,135,91144
60763,91,831544
60764,135,102544
60765,135,182296
60766,171,1052512
60767,171,1052512
60768,73,60768
60769,73,230740
60770,73,91156
60771,73,273472
60772,73,60772
60773,73,182320
60774,73,136744
60775,91,5914132
60776,73,60776
60777,135,461536
60778,73,91168
60779,179,292084
60780,135,115396
60781,135,182344
60782,135,205144
60783,179,692368
60784,73,60784
60785,73,182356
60786,60,102580
60787,60,273544
60788,73,60788
60789,73,182368
60790,60,153880
60791,60,410344
60792,60,76948
60793,91,779056
60794,60,91192
60795,210,1404052
60796,60,230848
60797,60,230848
60798,210,1404052
60799,210,2077648
60800,34,60800
60801,60,182404
60802,73,91204
60803,73,273616
60804,86,219184
60805,86,219184
60806,86,219184
60807,73,410452
60808,34,60808
60809,86,346336
60810,34,91216
60811,86,273652
60812,34,68416
60813,34,182440
60814,73,205252
60815,73,615760
60816,34,60816
60817,60,182452
60818,60,153952
60819,60,273688
60820,34,60820
60821,34,182464
60822,60,136852
60823,60,410560
60824,34,60824
60825,60,205288
60826,34,91240
60827,104,692872
60828,86,584656
60829,86,584656
60830,86,584656
60831,197,1169296
60832,34,60832
60833,60,182500
60834,60,91252
60835,60,273760
60836,60,115504
60837,60,182512
60838,60,136888
60839,60,462004
60840,34,60840
60841,60,1039552
60842,34,91264
60843,179,657880
60844,73,68452
60845,73,182536
60846,73,205360
60847,86,616084
60848,86,61720
60849,86,182548
60850,86,102688
60851,86,273832
60852,86,61720
60853,86,182560
60854,60,231064
60855,60,410776
60856,86,61720
60857,86,205396
60858,86,91288
60859,73,308104
60860,117,173320
60861,117,182584
60862,117,462184
60863,166,3509728
60864,34,60864
60865,86,182596
60866,86,260008
60867,86,273904
60868,34,60868
60869,34,182608
60870,34,136960
60871,86,410884
60872,34,60872
60873,86,308176
60874,34,91312
60875,171,395440
60876,34,68488
60877,34,182632
60878,166,5623504
60879,166,5623504
60880,34,60880
60881,34,182644
60882,210,400948
60883,210,400948
60884,34,60884
60885,34,182656
60886,73,173392
60887,73,410992
60888,135,60888
60889,135,205504
60890,135,91336
60891,60,462400
60892,135,102760
60893,135,182680
60894,91,780352
60895,91,924856
60896,135,60896
60897,117,346840
60898,34,91348
60899,34,274048
60900,86,208384
60901,86,208384
60902,86,208384
60903,91,693736
60904,135,60904
60905,117,520324
60906,135,91360
60907,60,1170772
60908,148,250504
60909,148,250504
60910,148,250504
60911,91,1040740
60912,135,60912
60913,135,182740
60914,135,115648
60915,135,274120
60916,135,60916
60917,135,182752
60918,135,260224
60919,135,411208
60920,60,494080
60921,179,231316
60922,60,494080
60923,179,346984
60924,60,520504
60925,60,520504
60926,210,3004936
60927,210,4684552
60928,42,60928
60929,148,250504
60930,34,91396
60931,34,274192
60932,86,164752
60933,86,182800
60934,86,164752
60935,117,593728
60936,179,60936
60937,86,308500
60938,179,91408
60939,86,274228
60940,179,68560
60941,179,182824
60942,86,205684
60943,86,617056
60944,179,60944
60945,179,182836
60946,91,1482784
60947,91,1482784
60948,179,60948
60949,179,182848
60950,179,137140
60951,179,411424
60952,179,60952
60953,179,205720
60954,179,91432
60955,86,1041496
60956,179,102868
60957,179,182872
60958,179,308608
60959,179,925828
60960,42,60960
60961,179,182884
60962,179,91444
60963,179,274336
60964,179,146500
60965,179,182896
60966,179,146500
60967,179,462976
60968,42,60968
60969,166,3337360
60970,42,91456
60971,179,274372
60972,135,97684
60973,135,182920
60974,135,205792
60975,334,593279152
60976,42,60976
60977,135,293056
60978,135,293056
60979,135,293056
60980,42,60980
60981,42,182944
60982,241,9635920
60983,241,9635920
60984,73,60984
60985,179,205828
60986,73,91480
60987,223,308752
60988,73,154384
60989,73,182968
60990,223,463156
60991,223,1389472
60992,34,60992
60993,73,182980
60994,73,91492
60995,73,274480
60996,86,60996
60997,86,182992
60998,86,137248
60999,179,411748
61000,86,61000
61001,179,308824
61002,86,91504
61003,86,274516
61004,86,68632
61005,86,183016
61006,179,742120
61007,179,742120
61008,34,61008
61009,60,183028
61010,60,347488
61011,60,347488
61012,34,61012
61013,34,183040
61014,86,137284
61015,86,411856
61016,86,61016
61017,179,205936
61018,86,91528
61019,179,521296
61020,86,102976
61021,86,183064
61022,117,308932
61023,117,926800
61024,34,61024
61025,117,231712
61026,86,91540
61027,86,274624
61028,86,61028
61029,86,183088
61030,86,137320
61031,179,1042792
61032,34,61032
61033,117,586600
61034,34,91552
61035,117,274660
61036,86,173824
61037,86,183112
61038,86,206008
61039,117,1670596
61040,179,61040
61041,34,183124
61042,73,103012
61043,73,274696
61044,179,61044
61045,179,183136
61046,86,154528
61047,86,412072
61048,179,77272
61049,122,846916
61050,179,91576
61051,86,309076
61052,179,260800
61053,179,260800
61054,179,695464
61055,254,17824048
61056,42,61056
61057,60,990304
61058,34,91588
61059,34,274768
61060,135,61060
61061,135,183184
61062,135,137392
61063,179,412180
61064,34,61064
61065,210,880360
61066,34,91600
61067,135,274804
61068,34,68704
61069,34,183208
61070,192,260872
61071,192,618352
61072,86,61072
61073,135,183220
61074,135,154600
61075,135,274840
61076,86,61076
61077,86,183232
61078,34,137428
61079,34,412288
61080,86,61080
61081,197,27114424
61082,86,91624
61083,117,2115880
61084,86,115972
61085,86,183256
61086,86,309256
61087,179,1565620
61088,42,61088
61089,148,183268
61090,86,91636
61091,86,274912
61092,148,260980
61093,148,260980
61094,148,260980
61095,192,1906900
61096,42,61096
61097,179,2972752
61098,42,91648
61099,179,557440
61100,86,69712
61101,86,183304
61102,86,206224
61103,135,618676
61104,34,61104
61105,34,183316
61106,34,103120
61107,34,274984
61108,34,61108
61109,34,183328
61110,135,232036
61111,135,412504
61112,34,61112
61113,179,278800
61114,34,91672
61115,179,309400
61116,34,154708
61117,34,183352
61118,34,464128
61119,179,1392388
61120,34,61120
61121,34,183364
61122,148,954016
61123,148,954016
61124,34,61124
61125,34,183376
61126,34,137536
61127,34,412612
61128,34,61128
61129,86,309472
61130,34,91696
61131,86,275092
61132,34,68776
61133,34,183400
61134,86,1762720
61135,86,1762720
61136,34,61136
61137,73,183412
61138,73,232144
61139,73,275128
61140,34,61140
61141,34,183424
61142,73,137572
61143,73,412720
61144,73,61144
61145,73,206368
61146,73,91720
61147,148,464344
61148,73,103192
61149,73,183448
61150,197,8153620
61151,197,8153620
61152,34,61152
61153,73,522448
61154,34,91732
61155,34,275200
61156,73,61156
61157,73,183472
61158,73,137608
61159,86,991924
61160,34,61160
61161,210,464452
61162,34,91744
61163,86,348352
61164,73,77416
61165,73,183496
61166,73,206440
61167,210,1567672
61168,179,98008
61169,34,183508
61170,135,261304
61171,135,275272
61172,179,98008
61173,179,183520
61174,135,154852
61175,135,412936
61176,179,116152
61177,179,232288
61178,179,116152
61179,86,522664
61180,86,392020
61181,86,392020
61182,86,1045384
61183,148,6698032
61184,60,61184
61185,34,183556
61186,86,91780
61187,86,275344
61188,117,176740
61189,117,183568
61190,117,176740
61191,86,413044
61192,117,176740
61193,210,1256128
61194,117,176740
61195,73,275380
61196,117,176740
61197,117,183592
61198,117,206548
61199,117,619648
61200,42,61200
61201,117,183604
61202,73,174292
61203,73,275416
61204,42,61204
61205,42,183616
61206,179,147076
61207,179,413152
61208,42,61208
61209,179,392200
61210,42,91816
61211,148,3529816
61212,86,330964
61213,86,330964
61214,86,330964
61215,179,929716
61216,86,61216
61217,34,183652
61218,179,91828
61219,179,275488
61220,179,77488
61221,179,183664
61222,179,137752
61223,73,464920
61224,86,61224
61225,179,697408
61226,86,91840
61227,179,275524
61228,86,68884
61229,86,183688
61230,86,206656
61231,179,619972
61232,86,61232
61233,86,183700
61234,86,103336
61235,86,275560
61236,86,61236
61237,86,183712
61238,135,348784
61239,135,413368
61240,86,87208
61241,86,206692
61242,86,91864
61243,86,310048
61244,86,155032
61245,86,183736
61246,166,523240
61247,166,1395304
61248,60,61248
61249,86,183748
61250,86,91876
61251,86,275632
61252,86,61252
61253,86,183760
61254,86,137824
61255,91,523312
61256,86,65428
61257,73,310120
61258,86,91888
61259,86,275668
61260,86,68920
61261,86,183784
61262,179,662416
61263,179,662416
61264,60,61264
61265,86,183796
61266,91,993688
61267,91,993688
61268,60,61268
61269,60,183808
61270,86,137860
61271,86,413584
61272,179,209680
61273,179,209680
61274,179,209680
61275,148,883384
61276,179,209680
61277,179,209680
61278,179,310228
61279,179,930688
61280,179,1276936
61281,86,294496
61282,42,91924
61283,42,275776
61284,42,61284
61285,42,183856
61286,42,137896
61287,148,11927896
61288,179,1276936
61289,91,465424
61290,179,1276936
61291,148,275812
61292,148,116368
61293,148,183880
61294,148,206872
61295,91,698200
61296,179,1276936
61297,179,1276936
61298,34,103444
61299,34,275848
61300,179,1276936
61301,179,1276936
61302,34,155176
61303,34,413800
61304,91,314656
61305,210,523744
61306,91,314656
61307,210,497176
61308,91,314656
61309,91,314656
61310,148,785680
61311,148,2095144
61312,60,61312
61313,148,183940
61314,179,1276936
61315,179,1276936
61316,86,118096
61317,86,183952
61318,86,137968
61319,179,1276936
61320,60,61320
61321,148,349252
61322,60,91984
61323,86,275956
61324,60,68992
61325,60,183976
61326,86,206980
61327,86,620944
61328,60,61328
61329,148,183988
61330,148,155248
61331,148,275992
61332,60,61332
61333,60,184000
61334,60,138004
61335,60,414016
61336,60,61336
61337,60,207016
61338,60,92008
61339,179,1276936
61340,179,1276936
61341,179,1276936
61342,179,1276936
61343,91,1048120
61344,60,61344
61345,192,1702276
61346,60,92020
61347,60,276064
61348,241,1119472
61349,241,1119472
61350,241,1119472
61351,86,465892
61352,60,61352
61353,86,1326760
61354,60,92032
61355,179,359152
61356,179,6810136
61357,179,6810136
61358,179,6810136
61359,179,6810136
61360,135,61360
61361,60,184084
61362,60,103552
61363,60,276136
61364,135,61364
61365,135,184096
61366,34,233008
61367,34,414232
61368,135,61368
61369,135,207124
61370,135,92056
61371,135,310696
61372,73,262168
61373,73,262168
61374,73,466072
61375,117,1573000
61376,135,61376
61377,135,184132
61378,73,196648
61379,73,276208
61380,60,61380
61381,60,184144
61382,60,138112
61383,73,663712
61384,60,61384
61385,73,310768
61386,60,92080
61387,60,276244
61388,60,69064
61389,60,184168
61390,135,349648
61391,135,621592
61392,135,61392
61393,60,184180
61394,117,442564
61395,117,442564
61396,135,61396
61397,135,184192
61398,117,262276
61399,117,414448
61400,179,61400
61401,60,207232
61402,179,92104
61403,73,466288
61404,179,103624
61405,179,184216
61406,179,524608
61407,179,932632
61408,135,65608
61409,117,885328
61410,135,92116
61411,135,276352
61412,117,560356
61413,117,560356
61414,117,560356
61415,73,699568
61416,135,65608
61417,73,787048
61418,135,92128
61419,166,2127544
61420,135,166048
61421,135,184264
61422,135,207304
61423,117,1049488
61424,117,897856
61425,135,184276
61426,60,131200
61427,60,276424
61428,117,897856
61429,117,897856
61430,254,295216
61431,254,414664
61432,117,897856
61433,179,262420
61434,117,897856
61435,179,393640
61436,241,1992904
61437,241,1992904
61438,241,5314408
61439,285,40356304
61440,29,61440
61441,60,184324
61442,179,92164
61443,179,276496
61444,179,61444
61445,179,184336
61446,179,138256
61447,179,414772
61448,179,83104
61449,179,311092
61450,179,92176
61451,179,276532
61452,179,83104
61453,179,184360
61454,179,207412
61455,179,622240
61456,42,61456
61457,179,184372
61458,117,155572
61459,117,276568
61460,42,61460
61461,42,184384
61462,179,138292
61463,179,414880
61464,42,61464
61465,179,207448
61466,42,92200
61467,104,1050244
61468,179,103732
61469,179,184408
61470,179,311200
61471,117,933604
61472,148,61472
61473,117,184420
61474,42,92212
61475,42,276640
61476,104,599056
61477,104,599056
61478,104,599056
61479,117,466864
61480,148,61480
61481,86,5048080
61482,148,92224
61483,104,747952
61484,42,69172
61485,42,184456
61486,42,207520
61487,166,3786424
61488,148,61488
61489,60,184468
61490,60,103768
61491,60,276712
61492,148,61492
61493,148,184480
61494,135,525364
61495,135,525364
61496,60,61496
61497,179,207556
61498,60,92248
61499,179,311344
61500,60,155680
61501,60,184504
61502,104,467044
61503,104,1401136
61504,55,61504
61505,60,184516
61506,60,92260
61507,60,276784
61508,148,61508
61509,148,184528
61510,148,138400
61511,117,1330180
61512,60,61512
61513,179,394144
61514,60,92272
61515,148,276820
61516,60,69208
61517,60,184552
61518,179,233584
61519,179,622888
61520,55,61520
61521,60,184564
61522,117,350404
61523,117,350404
61524,55,61524
61525,55,184576
61526,60,138436
61527,60,415312
61528,148,61528
61529,60,207664
61530,148,92296
61531,117,1182760
61532,148,103840
61533,148,184600
61534,179,311524
61535,179,934576
61536,55,61536
61537,60,233656
61538,179,92308
61539,179,276928
61540,179,61540
61541,179,184624
61542,179,138472
61543,179,1051540
61544,55,61544
61545,60,467368
61546,55,92320
61547,241,499120
61548,117,899584
61549,117,899584
61550,117,899584
61551,254,2132080
61552,148,61552
61553,55,184660
61554,148,103876
61555,148,277000
61556,148,61556
61557,148,184672
61558,60,155824
61559,60,415528
61560,148,77920
61561,179,1497688
61562,148,92344
61563,60,311668
61564,179,295864
61565,179,295864
61566,179,701296
61567,179,2103892
61568,55,61568
61569,210,399976
61570,60,92356
61571,60,277072
61572,60,61572
61573,60,184720
61574,60,138544
61575,210,5399296
61576,55,61576
61577,140,6398980
61578,55,92368
61579,60,277108
61580,55,69280
61581,55,184744
61582,210,207844
61583,210,623536
61584,135,61584
61585,179,374596
61586,179,374596
61587,179,374596
61588,135,61588
61589,135,184768
61590,55,138580
61591,55,415744
61592,135,61592
61593,60,207880
61594,135,92392
61595,60,701620
61596,148,116944
61597,148,184792
61598,148,311848
61599,210,9601720
61600,55,61600
61601,140,320488
61602,135,92404
61603,135,277216
61604,148,175444
61605,148,184816
61606,148,175444
61607,210,1776328
61608,55,61608
61609,210,1579012
61610,55,92416
61611,135,277252
61612,148,69316
61613,148,184840
61614,148,207952
61615,135,623860
61616,148,61616
61617,148,184852
61618,148,103984
61619,148,277288
61620,148,61620
61621,148,184864
61622,179,1998916
61623,179,1998916
61624,148,61624
61625,60,207988
61626,148,92440
61627,60,311992
61628,60,156004
61629,60,184888
61630,60,468016
61631,179,1404052
61632,55,61632
61633,135,184900
61634,135,117016
61635,135,277360
61636,148,61636
61637,148,184912
61638,148,138688
61639,135,416068
61640,148,61640
61641,148,312064
61642,148,92464
61643,135,277396
61644,148,69352
61645,148,184936
61646,210,1801816
61647,210,1801816
61648,55,61648
61649,135,184948
61650,135,234088
61651,135,277432
61652,55,61652
61653,55,184960
61654,73,296296
61655,73,416176
61656,73,166696
61657,73,208096
61658,73,166696
61659,179,468232
61660,73,166696
61661,73,184984
61662,166,592648
61663,166,936520
61664,55,61664
61665,166,1185352
61666,55,92500
61667,55,277504
61668,148,61668
61669,148,185008
61670,148,138760
61671,166,702484
61672,55,61672
61673,135,468340
61674,55,92512
61675,166,4562872
61676,148,78064
61677,148,185032
61678,148,208168
61679,140,3001048
61680,55,61680
61681,55,185044
61682,166,281392
61683,166,281392
61684,55,61684
61685,55,185056
61686,166,156148
61687,166,416392
61688,135,117124
61689,166,444688
61690,135,117124
61691,73,4002208
61692,135,351376
61693,135,351376
61694,166,1054132
61695,166,3162400
61696,29,61696
61697,60,185092
61698,60,92548
61699,60,277648
61700,86,61700
61701,86,185104
61702,86,138832
61703,135,416500
61704,86,61704
61705,60,312388
61706,86,92560
61707,148,277684
61708,86,69424
61709,86,185128
61710,148,208276
61711,148,624832
61712,55,61712
61713,86,185140
61714,140,395440
61715,140,395440
61716,55,61716
61717,55,185152
61718,179,400948
61719,179,416608
61720,55,61720
61721,179,400948
61722,55,92584
61723,285,1581928
61724,148,104164
61725,148,185176
61726,148,312496
61727,140,937492
61728,60,61728
61729,86,185188
61730,86,92596
61731,86,277792
61732,86,78136
61733,86,185200
61734,86,138904
61735,117,468808
61736,60,61736
61737,117,703240
61738,60,92608
61739,86,277828
61740,55,69460
61741,55,185224
61742,55,208384
61743,117,667600
61744,60,61744
61745,117,281716
61746,117,281716
61747,117,281716
61748,60,61748
61749,60,185248
61750,86,351700
61751,86,416824
61752,55,61752
61753,117,751192
61754,55,92632
61755,55,312640
61756,55,156328
61757,55,185272
61758,192,15212500
61759,192,15212500
61760,29,61760
61761,60,185284
61762,148,131920
61763,148,277936
61764,60,61764
61765,60,185296
61766,60,138976
61767,166,1426408
61768,117,250504
61769,117,312712
61770,117,250504
61771,60,277972
61772,117,250504
61773,117,250504
61774,86,593728
61775,86,625480
61776,29,61776
61777,117,263896
61778,117,890656
61779,117,890656
61780,29,61780
61781,29,185344
61782,60,139012
61783,60,417040
61784,55,61784
61785,166,634228
61786,55,92680
61787,60,469204
61788,55,104272
61789,55,185368
61790,166,634228
61791,166,938464
61792,148,61792
61793,148,234628
61794,60,92692
61795,60,278080
61796,60,61796
61797,60,185392
61798,60,139048
61799,86,1583872
61800,148,61800
61801,60,469312
61802,148,92704
61803,60,278116
61804,60,198016
61805,60,198016
61806,60,208600
61807,60,704032
61808,148,61808
61809,148,185428
61810,60,104308
61811,60,278152
61812,148,61812
61813,148,185440
61814,91,1268944
61815,91,1268944
61816,91,237976
61817,210,9635920
61818,91,237976
61819,91,376000
61820,91,237976
61821,91,237976
61822,91,704212
61823,91,2112640
61824,29,61824
61825,55,185476
61826,192,225988
61827,192,278224
61828,192,225988
61829,192,225988
61830,192,225988
61831,192,417364
61832,148,61832
61833,192,352168
61834,148,92752
61835,91,297160
61836,148,69568
61837,148,185512
61838,192,225988
61839,192,626128
61840,148,61840
61841,148,185524
61842,148,156544
61843,148,278296
61844,148,61844
61845,148,185536
61846,210,190996
61847,210,417472
61848,148,61848
61849,210,208744
61850,148,92776
61851,117,704536
61852,135,445876
61853,135,445876
61854,135,445876
61855,135,1056868
61856,29,61856
61857,117,297268
61858,210,190996
61859,210,278368
61860,210,190996
61861,210,190996
61862,210,190996
61863,210,469780
61864,29,61864
61865,210,1057048
61866,29,92800
61867,179,1505140
61868,86,111508
61869,86,185608
61870,86,208816
61871,148,626452
61872,86,223072
61873,86,185620
61874,86,104416
61875,86,278440
61876,86,223072
61877,86,223072
61878,210,234952
61879,210,417688
61880,86,223072
61881,86,208852
61882,86,223072
61883,86,313288
61884,91,846916
61885,91,846916
61886,91,846916
61887,91,2379184
61888,148,61888
61889,117,952864
61890,117,2007664
61891,117,2007664
61892,29,61892
61893,29,185680
61894,29,139264
61895,86,417796
61896,179,61896
61897,179,313360
61898,179,92848
61899,179,278548
61900,179,69640
61901,179,185704
61902,179,352564
61903,179,626776
61904,148,61904
61905,179,185716
61906,179,235060
61907,179,278584
61908,148,61908
61909,148,185728
61910,161,176308
61911,161,417904
61912,148,61912
61913,148,208960
61914,148,92872
61915,179,470176
61916,148,104488
61917,148,185752
61918,117,1357288
61919,117,1357288
61920,148,61920
61921,179,352672
61922,148,92884
61923,148,278656
61924,148,88180
61925,148,185776
61926,148,139336
61927,210,1694896
61928,148,61928
61929,161,529072
61930,148,92896
61931,161,1906900
61932,148,78388
61933,148,185800
61934,148,209032
61935,161,3013504
61936,117,61936
61937,148,185812
61938,60,117592
61939,60,278728
61940,117,61940
61941,117,185824
61942,161,595348
61943,161,595348
61944,117,176416
61945,179,235204
61946,117,176416
61947,179,352816
61948,60,529252
61949,60,529252
61950,60,1587760
61951,161,4763284
61952,104,61952
61953,117,185860
61954,148,92932
61955,148,278800
61956,148,61956
61957,148,185872
61958,148,139408
61959,117,446632
61960,55,61960
61961,148,313684
61962,55,92944
61963,148,278836
61964,55,69712
61965,55,185896
61966,148,209140
61967,148,627424
61968,55,61968
61969,55,185908
61970,179,156868
61971,179,278872
61972,55,61972
61973,55,185920
61974,148,139444
61975,148,418336
61976,55,61976
61977,148,209176
61978,55,92968
61979,117,1058992
61980,117,104596
61981,117,185944
61982,117,313792
61983,210,941380
61984,55,61984
61985,117,185956
61986,55,92980
61987,55,278944
61988,166,8153620
61989,166,8153620
61990,166,8153620
61991,117,470752
61992,55,61992
61993,117,2010904
61994,55,92992
61995,55,278980
61996,179,69748
61997,179,185992
61998,179,209248
61999,316,1431736
62000,55,62000
62001,179,186004
62002,179,104632
62003,179,279016
62004,55,62004
62005,55,186016
62006,161,3818500
62007,161,3818500
62008,179,62008
62009,135,209284
62010,179,93016
62011,179,313936
62012,179,156976
62013,179,186040
62014,135,470932
62015,135,1412800
62016,55,62016
62017,55,186052
62018,55,93028
62019,55,279088
62020,148,62020
62021,148,186064
62022,148,139552
62023,161,453256
62024,148,62024
62025,161,503008
62026,148,93040
62027,148,279124
62028,148,69784
62029,148,186088
62030,179,235528
62031,179,628072
62032,55,62032
62033,179,186100
62034,179,353320
62035,179,353320
62036,55,62036
62037,55,186112
62038,148,139588
62039,148,418768
62040,55,62040
62041,117,209392
62042,55,93064
62043,117,3820660
62044,55,104704
62045,55,186136
62046,148,314116
62047,148,942352
62048,55,62048
62049,148,235600
62050,148,93076
62051,148,279232
62052,148,62052
62053,148,186160
62054,148,139624
62055,117,1060288
62056,55,62056
62057,117,1006504
62058,55,93088
62059,148,279268
62060,86,176740
62061,86,186184
62062,86,209464
62063,179,706948
62064,148,62064
62065,55,186196
62066,86,132568
62067,86,279304
62068,148,62068
62069,148,186208
62070,148,157120
62071,148,418984
62072,148,78568
62073,148,353536
62074,148,93112
62075,86,314260
62076,122,5734312
62077,122,5734312
62078,122,5734312
62079,223,31423300
62080,104,62080
62081,86,265192
62082,55,93124
62083,55,279376
62084,135,149200
62085,135,186256
62086,135,149200
62087,135,419092
62088,148,62088
62089,135,530440
62090,148,93136
62091,135,279412
62092,148,69856
62093,148,186280
62094,117,1342816
62095,117,1342816
62096,148,62096
62097,60,186292
62098,60,157192
62099,60,279448
62100,148,62100
62101,148,186304
62102,148,139732
62103,148,419200
62104,148,62104
62105,60,209608
62106,148,93160
62107,86,2686120
62108,117,283336
62109,117,283336
62110,117,314440
62111,223,6454384
62112,104,62112
62113,117,186340
62114,148,132676
62115,148,279520
62116,148,398032
62117,148,398032
62118,148,398032
62119,117,538000
62120,104,62120
62121,117,3582304
62122,104,93184
62123,60,279556
62124,148,69892
62125,148,186376
62126,148,209680
62127,60,629044
62128,55,62128
62129,148,186388
62130,148,104848
62131,148,279592
62132,55,62132
62133,55,186400
62134,60,235924
62135,60,419416
62136,55,62136
62137,148,209716
62138,55,93208
62139,117,447928
62140,117,255472
62141,117,255472
62142,117,471904
62143,117,3023620
62144,42,62144
62145,55,186436
62146,179,117988
62147,179,279664
62148,117,95956
62149,117,186448
62150,117,139840
62151,60,419524
62152,117,95956
62153,60,314656
62154,117,95956
62155,60,279700
62156,117,95956
62157,117,186472
62158,60,796552
62159,60,796552
62160,42,62160
62161,55,186484
62162,55,236032
62163,55,279736
62164,42,62164
62165,42,186496
62166,179,139876
62167,179,419632
62168,117,95956
62169,117,209824
62170,117,95956
62171,60,472120
62172,117,104920
62173,117,186520
62174,117,354112
62175,117,944296
62176,42,62176
62177,117,3025348
62178,42,93268
62179,42,279808
62180,117,95956
62181,117,186544
62182,117,139912
62183,179,1195288
62184,42,62184
62185,254,9693268
62186,42,93280
62187,117,354184
62188,60,112084
62189,60,186568
62190,60,209896
62191,117,4034608
62192,55,62192
62193,42,186580
62194,161,1702276
62195,161,1702276
62196,55,62196
62197,55,186592
62198,148,359152
62199,148,419848
62200,55,118096
62201,148,359152
62202,55,118096
62203,148,531412
62204,148,1276936
62205,148,1276936
62206,148,1276936
62207,148,6810136
62208,104,62208
62209,86,186628
62210,86,93316
62211,86,279952
62212,86,62212
62213,86,186640
62214,86,139984
62215,148,419956
62216,86,62216
62217,148,314980
62218,86,93328
62219,117,279988
62220,86,70000
62221,86,186664
62222,86,210004
62223,86,630016
62224,42,62224
62225,86,186676
62226,210,575728
62227,210,575728
62228,42,62228
62229,42,186688
62230,60,189268
62231,60,420064
62232,42,62232
62233,60,265840
62234,42,93352
62235,86,2392576
62236,86,105028
62237,86,186712
62238,86,315088
62239,86,945268
62240,42,62240
62241,86,186724
62242,86,93364
62243,86,280096
62244,86,78784
62245,86,186736
62246,86,140056
62247,117,3234328
62248,42,62248
62249,60,709072
62250,42,93376
62251,86,280132
62252,86,70036
62253,86,186760
62254,86,210112
62255,86,630340
62256,42,62256
62257,86,186772
62258,86,105064
62259,86,280168
62260,42,62260
62261,42,186784
62262,135,354616
62263,135,420280
62264,86,133000
62265,254,639088
62266,86,133000
62267,86,315232
62268,86,157624
62269,86,186808
62270,135,531988
62271,135,1418632
62272,104,62272
62273,42,186820
62274,210,269728
62275,210,280240
62276,223,250504
62277,223,250504
62278,223,250504
62279,86,897856
62280,223,250504
62281,223,315304
62282,223,250504
62283,223,280276
62284,223,250504
62285,223,250504
62286,223,250504
62287,223,630664
62288,104,62288
62289,86,224512
62290,86,532168
62291,86,532168
62292,104,62292
62293,104,186880
62294,109,1010392
62295,109,1010392
62296,73,94768
62297,42,210256
62298,73,94768
62299,135,479572
62300,73,105136
62301,73,186904
